iata,icao,airline
,SWT,Swiftair
WV,SWV,Swe Fly
S8,SWW,Shovkoviy Shlyah
Q4,SWX,Swazi Express Airways
WO,WSW,Swoop
,SWY,Sky Jet
,SWZ,"Servair, Private Charter"
,SXA,Southern Cross Aviation
,SXC,Sky Exec Aviation Services
,SXE,Southeast Express Airlines
,SXM,Servicios Aéreos Especializados Mexicanos
XQ,SXS,SunExpress
,SXX,Satellite Aero
,SXY,Safari Express Cargo
,SYA,Skyways
,SYC,Systec 2000
,SYE,Sheba Aviation
,SYF,Sky One Express Airlines
,SYG,Synergy Aviation
,SYI,Sonalysts
,SYJ,Slate Falls Airways
,SYK,Satsair
,SYN,Syncrude Canada
RB,SYR,Syrian Arab Airlines
,SYS,Shawbury Flying Training Unit
,SYV,Special Aviation Systems
AL,SYX,Skywalk Airlines
ZP,AZQ,Silk Way Airlines
7L,AZG,Silk Way West Airlines
,SYY,South African Historic Flight
,SZT,Servicios Aeronáuticos Z
,BHV,Specavia Air Company
,BLY,Starair
,BNC,Sundance Air
E5,BRZ,Samara Airlines
E5,RBG,Air Arabia Egypt
SC,CDG,Shandong Airlines
,CDS,Spectrem Air
,CEE,Servicios Aéreos Centrales
,CFL,Swedish Airlines
,CGL,Seagle Air
,CIG,Sirius-Aero
,CNK,Sunwest Home Aviation
SK,CNO,SAS Braathens
9C,CQH,Spring Airlines
3U,CSC,Sichuan Airlines
FM,CSH,Shanghai Airlines
,CSY,Shuangyang General Aviation
ZH,CSZ,Shenzhen Airlines
8C,CXI,Corendon Airlines Europe
,DKT,Sioux Falls Aviation
,DKY,Servicios Aéreos Elite
,DNI,Servicios Aéreos Denim
,EAB,Swiss Eagle
,EAN,Skypower Express Airways
,ENR,Scenic Air
NE,ESK,SkyEurope
CQ,EXL,Sunshine Express Airlines
,EXY,South African Express
,FFD,Stuttgarter Flugdienst
,FFH,Shalom Air Services
,FJE,Silverjet
,FLH,Sky Bus
,GAD,South Coast Aviation
,GDE,Servicios Aéreos Gadel
,GDG,S.P. Aviation
,GIK,Seba Airlines
,GNA,Servicios Aéreos Gana
,GSW,Sky Wings Airlines
,GXL,Star XL German Airlines
,HAU,Skyhaul
,HIP,Starship
,HJE,Servicios Ejecutivos Gosa
SO,HKA,Superior Aviation
,HLO,Samaritan Air Service
KI,SJB,SKS Airways
,HRI,Skyraidybos Mokymo Centras
,HSK,Sky Europe Airlines
,HSV,Svenska Direktflyg
,HSY,Sky Helicopteros
TE,IGA,Skytaxi
,IJS,Silvair
,ILS,Servicios Aéreos Ilsa
,INK,Sincom-Avia
,IRV,Safat Airlines
,IRZ,Saha Airlines Services
,JAM,Sunline Express
,JCM,Secure Air Charter
,JIM,Sark International Airways
JK,JKK,Spanair
,KKS,Salem
,KOP,Servicios Aéreos Copters
,KSP,Servicios Aéreos Expecializados En Transportes Petroleros
,KYR,Sky Aeronautical Services
,LGU,Servicios Aéreos Ejecutivos De La Laguna
,LLA,Servico Leo Lopex
,LLS,Servicios Aéreos Estrella
,LMG,South African Air Force
,LMO,Sky One Holdings as Privaira
RZ*,LRS,Sansa
,LSP,Spectrum Aviation Incorporated
,MCG,SOS Helikoptern Gotland
,MDT,Sundt Air
,MLO,Servicios Aéreos Milenio
,MMS,SAAD (A320) Limited
,MRI,Servicios Aéreos Moritani
2G*,MRR,San Juan Airlines
,MSG,Servico Aéreo Regional
,MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública
,MTG,Servicios Aéreos MTT
1Z,APD,Sabre Pacific
,SBW,Snowbird Airlines
,NAD,Seulawah Nad Air
,NAZ,Servicios Aéreos del Nazas S.A. de C.V.
,NCS,Simpson Air Ltd
NK,NKS,Spirit Airlines
,NON,Servicios Aéreos Latinoamericanos
,NRZ,Servicios Aéreos Monarrez
,NSC,Societe De Transport Aerien De Mauritanie
,NSE,SATENA
,NTB,Servicios Aéreos Del Norte
,NTG,Servicios Integrales De Aviación
S0,OKS,Slok Air Gambia
,OKT,Soko Aviation
,OLC,Solar Cargo
,OLO,Soloflight Aviation
,ONG,Sonnig SA
SO,OSL,Sosoliso Airlines
,OSS,Servicios Aéreos Noticiosos
,OTL,South Airlines
VA,VOZ,Virgin Australia Regional Airlines
,PIV,Sokol
,PLT,South Carolina Aeronautics Commission
,PMR,Servicios Aéreos Premier
,PNS,Survey Udara (Penas)
,POB,Servicios Aéreos Poblanos
5S,PSV,Servicios Aéreos Profesionales
,PTM,Southeastern Airways
,PUR,Spurwing Airlines
1I,PZR,Sky Trek International Airlines
,RBW,Shandong Airlines Rainbow Jet
,REJ,SA Airlink Regional
,RER,Servicio Aéreo Regional Regair
,RFT,Scoala Superioara De Aviatie Civila
,RGC,Servicios Aéreos Regiomontanos
,RLS,S-Air
,RMP,Servicios De Rampa Y Mostrador
,RSE,SNAS Aviation
SX,SKB,Skybus Airlines
,SKC,Skymaster Airlines
,SKD,Sky Harbor Air Service
,SKE,Sky Tours
,SKF,Skycraft
,SKG,Skycraft Air Transport
RU,SKI,SkyKing Turks and Caicos Airways
,SKK,Skylink Aviation
,SKL,Skycharter (Malton)
,SKN,Skyline Aviation Services
,SKO,Scottish Airways Flyers
,SKR,Skyscapes Air Charters
,SKS,Sky Service
S3,BBR,Santa Barbara Airlines
XT,SKT,SkyStar Airways
H2,SKU,Sky Airline
OO,SKW,SkyWest Airlines
JZ,SKX,Skyways Express
BC,SKY,Skymark Airlines
,SKZ,Skyway Enterprises
LJ,SLA,Sierra National Airlines
,SLB,Slok Air
,SLD,Silver Air
,SLE,Streamline
,SLF,Starfly
,SLG,Saskatchewan Government
,SLH,Silverhawk Aviation
,AGE,Servicios Aéreos de Los Ángeles
MI,SLK,SilkAir
6Q,SLL,Slovak Airlines
PY,SLM,Surinam Airways
,SLN,Sloane Aviation
,SLP,Salpa Aviation
,SLS,Servicios Aéreos Slainte
,SLV,Stella Aviation
,SLW,Salama Airlines Nigeria
,SLX,Sete Linhas Aéreas
,SLY,Sky Line for Air Services
,SLZ,Super Luza
,SMA,SMA Airlines
,SMC,Sabang Merauke Raya Air Charter
,SMD,Servicios Aéreos La Marquesa
,SME,Semos
,SMF,Smalandsflyg
,SMH,Smithair
E8,SMK,Semeyavia
,SML,Smith Air (1976)
,SMQ,Samar Air
,SMR,Somon Air
,SMT,Skyline
,AOS,"Servicios Aéreos Del Sol, S.A. de C.V."
,SNA,Senator Aviation Charter
NB,SNB,Sterling Airlines
,SNE,Servicios Aéreos De Nicaragua (SANSA)
,SNF,Shans Air
,SNH,Senair Services
,SNI,Savanah Airlines
6J,SNJ,Solaseed Air
SL,SNK,Southeast Airlines (Sun Jet International)
,SNL,Soonair Lines
,SNM,Servizi Aerei
,SNP,Sun Pacific International
,SNQ,Sun Quest Executive Air Charter
,SNS,Societe Centrafricaine De Transport Aerien
,SNT,Suncoast Aviation
,SNU,Snunit Aviation
,SNV,Sudanese States Aviation
,SNW,Sun West Airlines
,SNX,Sun Air Aviation Services
,SOB,Stabo Freight
,SOC,Southern Cargo Air Lines
,SOH,Southern Ohio Aviation Sales
,SOI,Southern Aviation
IE,SOL,Solomon Airlines
,SOM,Somali Airlines
,SON,Sunshine Air Tours
,SOO,Southern Air
ZS,SOP,Solinair
,SOR,Sonair Servico Aéreo
,SOT,Southeast Correct Craft
9X,SOU,Southern Airways
6W,SOV,Saratov Airlines Joint Stock Company
,SOW,Sowind Air
,SOX,Solid Air
HZ,SOZ,Sat Airlines
,SPA,Sierra Pacific Airlines
,SPB,Springbok Classic Air
,SPC,Spark Air Cargo
,SPE,Sprague Electric Company
,SPF,Space World Airline
,SPG,Springdale Air Service
,SPH,Sapphire Executive Air
HK,SPI,South Pacific Island Airways
,SPL,Servicios Corporativos Aéreos De La Laguna
,SPN,Skorpion Air
,SPP,Sapphire Aviation
,SPQ,Servicios Aéreos Palenque
,TBS,Servicios Aéreos Tribasa
S5,TCF,Shuttle America
,SVV,SALTAVIATION
,TGT,SAAB Nyge Aero
,THB,Spark Air
,TIH,S C Ion Tiriac
,TRL,Starlite Aviation
,TRN,Servicios Aéreos Corporativos
,TTM,Societe Tout Transport Mauritanien
,TZU,Servicios Aéreos Tamazula
,UGP,Shar Ink
,UKU,Second Sverdlovsk Air Enterprise
,UNT,Servicios Aéreos Universitarios
,USK,Skif-Air
,USN,Smarkand Aero Servise
C7,UZS,Samarkand Airways
,VDO,Servicios Aéreos Avandaro
,VGS,Stichting Vliegschool 16Hoven
,VRB,Silverback Cargo Freighters
,VRS,Sirvair
DV,VSV,SCAT Airlines
,VXN,Sunset Aviation
,TWY,"Sunset Aviation, LLC"
,WCC,Sport Air Travel
,WFC,Swift Copters
,WLK,Skyrover CC
F2,XLK,Safarilink Aviation
,XMX,SENEAM
,XPG,Southport Air Service
,XSA,Spectrum Air Service
,XSN,Stephenville Aviation Services
,XTA,Servicios Aéreos Textra
,XTR,Sector Airlines
,XXS,Skyplan Services
,YBE,Stewart Aviation Services
,SXN,SaxonAir
O3,CSS,SF Airlines
,SAF,Singapore Air Force
,KFE,SkyFirst LTD
PQ,SQP,SkyUp
S5,LLC,Small Planet Airlines
P7,LLP,Small Planet Airlines
P2,LLI,Small Planet Airlines
5P,LLX,Small Planet Airlines
UL,ALK,SriLankan Airlines
DJ,SRR,Star Air
V9,HCW,Star1 Airlines
Q4,TLK,Starlink Aviation
,UFA,State Flight Academy of Ukraine
,CDL,Sunbird Airlines
XG,SXD,Sunexpress Deutschland
,RZ,Superna Airlines
1L,OSY,Open Skies Consultative Commission
DT,DTA,TAAG Angola Airlines
,IRF,TA-Air Airline
,TBI,TAB Express  International
,TBM,Taban Air Lines
,THO,TACA De Honduras
VR,TCV,TACV
,TDC,Tadair
,TES,Taespejo Portugal LDA
,HET,TAF Helicopters
,TSD,TAF-Linhas Aéreas
,SBT,Taftan  Airlines
,FPG,TAG  Aviation
,TGM,TAG Aviation Espana
,VIP,Tag Aviation UK
,TAG,TAG Aviation USA
,FBO,TAG Farnborough Airport
TI,TWI,Tailwind Airlines
,TIN,Taino Tours
,TFB,Tair Airways
,TJK,Tajikair
,TZK,Tajikistan  International Airlines
,TKE,Take Air Line
,JEL,Tal Air Charters
,TAL,Talair
,TFF,Talon Air
EQ,TAE,TAME
,TMI,Tamir  Airways
QT,TPA,TAMPA
,TNR,Tanana Air Services
TQ,TDM,Tandem  Aero
,HTO,Tango Bravo
TP,TAP,TAP  Portugal
,UTM,TAPC Aviatrans  Aircompany
,TPS,TAPSA Transportes Aéreos Petroleros
K3,TQN,Taquan Air Services
,THC,Tar Heel Aviation
,TPL,TAR Interpilot
,IRR,Tara Air Line
,TTH,Tarhan Tower Airlines
RO,ROT,Tarom
,RMS,Tas Aviation
,CTP,Tashkent  Aircraft Production Corporation
HJ,TMN,Tasman Cargo Airlines
SF,DTH,Tassili  Airlines
,PGS,Tauranga Aer Club
T6,TVR,Tavrey  Airlines
,TQE,Taxair Mexiqienses
,TXL,Taxi Aéreo Cozatl
,TXM,Taxi Aéreo de México
,TUO,Taxi Aéreo Turístico
,XNR,Taxi Aero Del Norte
,TDV,Taxi Aero Nacional  Del Evora
,TRF,Taxi Air Fret
,VRC,Taxi de Veracruz
,TXR,Taxirey
,TPR,Taxis Aéreos De Parral
,TXO,Taxis Aéreos de Sinaloa
,TNE,Taxis Aéreos del  Noroeste
,TPF,Taxis Aéreos del  Pacífico
,TMH,Taxis Turisticos  Marakame
,TYF,Tayflite
,TFY,Tayside  Aviation
L6,VNZ,Tbilaviamsheni
,RRY,Tbilisi Aviation  University
,TCD,Tchad Airlines
,TIM,TEAM Linhas Aéreas
L9,TLW,Teamline  Air
,TEM,Tech-Mont  Helicopter Company
,TEF,Tecnicas Fotograficas
,TBN,Teebah  Airlines
,THR,Tehran Airline
U8,CYF,Tel Aviv Air
,TCM,Teledyne Continental Motors
,TLX,Telesis Transair
,TEL,Telford Aviation
,TDE,Tellavia / Flight One
,DOT,Telnic Limited
,TEH,Tempelhof Airways
,TMS,Temsco Helicopters
,TNL,Tengeriyn Ulaach Shine
,TEB,Tenir Airlines
,TNG,Tennessee Air National Guard 164th  Airlift Group
,TEN,Tennessee Airways
,TET,Tepavia-Trans Airlines
,TER,Territorial Airlines
,TIS,Tesis
,TXZ,Tex Star Air Freight
,TXA,Texair Charter
,TXT,Texas Air Charters
,TXS,Texas  Airlines
,CWT,Texas Airways
,TXN,Texas National Airlines
K9,TEZ,TezJet
,TGC,TG Aviation
T2,TCG,Thai  Air Cargo
FD,AIQ,Thai  AirAsia
XJ,TAX,Thai  AirAsia X
TG,THA,Thai Airways International
,TSL,Thai Aviation Services
,TFH,Thai Flying  Helicopter Service
,TFT,Thai Flying Service
,THG,Thai Global Airline
,THJ,Thai Jet Intergroup
SL,TLM,Thai  Lion Mentari
,TPV,Thai Pacific  Airlines Business
WE,THD,Thai Smile  Airways
T9,TSX,Thai Star Airlines
VZ,TVJ,Thai  Vietjet Air
,GFN,The 955 Preservation  Group
,LEG,The Army  Aviation Heritage Foundation
,LCC,The Lancair Company
HQ,TCW,Thomas Cook Airlines
MT,TCX,Thomas Cook Airlines
,IHS,Thryluthjonustan
,THU,Thunder  Airlines
,TBD,Thunderbird Tours
,BLI,Thyssen  Krupp AG
GS,GCR,Tianjin  Airlines
3P,TNM,Tiara Air
,TBA,Tibet  Airlines
,TIK,Tic Air
,TJN,Tien-Shan
TT,TGG,Tigerair Australia
IT,TTW,Tigerair  Taiwan
,MOH,Tigerfly
,TKC,Tikal Jets Airlines
,TMR,Timberline Air
,TIE,Time Air
,TVI,Tiramavia
ZT,AWC,Titan  Airways
,TYJ,TJS Malta Ltd.
,TSR,TJS San Marino S.r.L.
,TLS,TLC Air
,TMM,TMC Airlines
3V,TAY,TNT  Airways
,NTR,TNT International  Aviation
,TBX,Tobago  Express
7T,TOB,Tobruk Air
,TOJ,TOJ Airlines
TI,TOL,Tol-Air  Services
,TMK,Tomahawk Airways
,TOP,Top Air
,CHE,Top Flight Air Service
,TLY,Top Fly
,LKW,Top Sky International
,TPD,Top Speed
,TTL,Total Linhas Aéreas
,TOT,Totavia
,THE,Toumai  Air Tchad
,THF,Touraine Helicoptere
,TOW,Tower Air
,TOY,Toyota Canada
,TGE,Trabajos Aéreos
,TVH,Trabajos Aéreos  Vascongados
,TDR,Trade Air
TJ,GPD,Tradewind Aviation
,TDX,Tradewinds Airlines
,TWL,Tradewinds Aviation
,JCH,Trading Air Cargo
,TDO,TRADO
,TRG,TRAGSA (Medios Aéreos)
,HBA,Trail Lake Flying  Service
,TMQ,TRAM
,TMX,Tramon Air
,TRR,Tramson Limited
,MUI,Trans Air
,TRC,Trans Air Charter
,TWW,Trans Air Welwitchia
,TNB,Trans Air-Benin
,RTM,Trans Am Compania
,CLR,Trans America
,TVA,Trans America Airlines
,TPU,Trans American Airlines  (Trans Am)
,TRT,Trans Arabian Air  Transport
,SRT,Trans Asian Airlines
,TLL,Trans Atlantic Airlines
,TCC,Trans Continental Airlines
,TCN,Trans Continental Airlines
,TRJ,Trans Euro Air
,TGY,Trans Guyana Airways
,THZ,Trans Helicoptere  Service
,TIA,Trans International Airlines
,BAP,Trans  International Express Aviation
,TRD,Trans Island Air
,SWL,Trans Jet Airways
TL,TMA,Trans  Mediterranean Airlines
,TMT,Trans Midwest Airlines
,TNW,Trans Nation Airways
,TNT,Trans North Turbo Air
,REC,Trans Reco
,SBJ,Trans Sahara Air
,TSM,Trans Sayegh  Airport Services
AX,LOF,Trans States Airlines
TW,TWA,Trans World Airlines
,RBD,Trans World Express
UN,TSO,Transaero Airlines
,TNF,Transafricaine
,TFK,Transafrik International
,TSA,Transair France
,TGX,Transair Gabon
,TNI,Transair  International Linhas Aéreas
,TSN,Trans-Air Services
,TSG,Trans-Air-Congo
,KTS,Transair-Gyraintiee
,GJB,Trans-Air-Link
,TWM,Transairways
,UTT,Transarabian  Transportation Services
GE,TNA,TransAsia Airways
,AUC,Transaustralian Air  Express
,VEN,Transaven
TO,TVF,Transavia  France
HV,TRA,Transavia Holland
,KTB,Transaviabaltika
AL,TXC,TransAVIAexport Airlines
,FNV,Transaviaservice
,TVO,Transavio
,TIW,Transcarga Intl Airways
,TCE,Trans-Colorado Airlines
,TCH,Transcontinental Air
,TCT,Transcontinental Sur
,TCP,Transcorp Airways
UE,TEP,Transeuropean Airlines
,TFA,Trans-Florida Airlines
,TXE,Transilvania Express
,KCA,Trans-Kiev
,TLA,Translift Airways
,TMD,Transmandu
T9,TRZ,TransMeridian Airlines
TH,RMY,Raya Airways
,TNV,Transnorthern
,TPP,Transpac Express
,PCW,Trans-Pacific  Orient Airways
,TPM,Transpaís Aéreo
,TNP,Transped Aviation
,TRM,Transport Aerien  de Mauritanie
,TLF,Transport Africa
,TGO,Transport  Canada
,TFI,Transport Facilitators
,TQR,Transportación  Aérea De Querétaro
,MCT,Transportación  Aérea Del Mar De Cortés
,TPN,Transportación  Aérea del Norte
,TTR,Transportaciones  Y Servicios Aéreos
,TSI,Transport'air
,TCB,Transporte Aereo  De Colombia
,TAD,Transporte Aéreo  Dominicano
,TZE,Transporte Aéreo  Ernesto Saenz
,TTS,Transporte  Aéreo Técnico Ejecutivo
,MGM,Transporte Aero MGM
,TMZ,Transporte Amazonair
,EAR,Transporte Ejecutivo  Aéreo
,TPT,Transportes Aéreo  del Sureste
,MPO,Transportes Aéreos  Amparo
,BOL,Transportes Aéreos Bolivianos
,TDI,Transportes Aéreos  de Ixtlán
,TPX,Transportes Aéreos  De Xalapa
,TMY,Transportes  Aéreos del Mundo Maya
,TFO,Transportes  Aéreos del Pacífico
,DCL,Transportes  Aéreos Don Carlos
,TSP,Transportes Aéreos  Inter
,MXQ,Transportes  Aéreos Mexiquenses
TX,TAN,Transportes Aéreos Nacionales
,ELV,Transportes  Aéreos Nacionales De Selva Tans
,TPG,Transportes Aéreos  Pegaso
,TGI,Transportes  Aéreos Regionales
,SRF,Transportes  Aéreos San Rafael
,RRT,Transportes Aéreos  Sierra
,SEI,Transportes  Aéreos Sierra Madre
,TAU,Transportes Aéreos  Tauro
,TPZ,Transportes La Paz
OF,TML,Transports et Travaux  Aériens de Madagascar
,TPY,Trans-Provincial Airlines
,TTC,Transteco
,UTN,Trans-Ulgii
,TWE,Transwede Airways
,TRW,Transwestern  Airlines of Utah
,TSW,Transwings
,TST,TRAST
S5,TSJ,Trast Aero
,TSK,Trast Aero
,TIC,Travel  International Air Charters
,TMC,Travel Management  Company
,TLV,Travelair
,TDA,Trend Aviation
,TNX,Trener Ltd
,TRU,Triangle Airline  (Uganda)
,TGN,Trigana Air Service
GY,TMG,Tri-MG Intra Asia Airlines
,TBH,Trinity Air Bahamas
T4,TIB,TRIP Linhas Aéreas
,CLU,Triple Alpha
,TTP,Triple O Aviation
,TSY,Tristar  Air
,TRY,Tristar Airlines
,TSS,Tri-State Aero
,DRC,Triton  Airlines
,TSV,Tropair Airservices
PM,TOS,Tropic Air
,TRO,Tropic Airlines-Air  Molokai
M7,TBG,Tropical  Airways
,TKX,Tropical  International Airways
,TCA,Tropican Air Services
,TYG,Trygg-Flyg
TZ,TDS,Tsaradia
,PSS,TSSKB-Progress
,TTA,TTA -  Sociedade de Transporte e Trabalho Aéreo
,TBR,Tubelair
BY,TOM,TUI  Airways
X3,TUI,TUI fly Deutschland
OR,TFL,TUI fly Netherlands
6B,BLX,TUI  fly Nordic
TD,TLP,Tulip Air
,TUL,Tulpar Air
,TUZ,Tuna Aero
TU,TAR,Tunisair
,TAJ,Tunisavia
3T,URN,Turan Air
,TBC,Turbine Air Cargo UK
,TAC,Turbot Air Cargo
,TRQ,Turdus Airways
,TUC,Turismo Aéreo de Chile
,THK,Turk Hava  Kurumu Hava Taksi Isletmesi
,THS,Turkish Aerospace Industries
,HVK,Turkish Air Force
TK,THY,Turkish  Airlines
,TRK,Turkish  Airlines General Aviation
T5,TUA,Turkmenistan Airlines
,TLT,Turtle Airways
,USB,Tusheti
TW,TWB,T'way Air
,TWO,Twente Airlines
,TCY,Twin Cities Air Service
T7,TJT,Twin Jet
,TNY,Twin Town Leasing  Company
,TWJ,Twinjet Aircraft Sales
,TYW,Tyrol Air Ambulance
VO,TYR,Tyrolean  Airways
,TJS,Tyrolean Jet Services
,TUM,Tyumenspecavia
VNX,TKK,flyADVANCED
,UEU,United European Airlines
,UCG,Uniworld Air Cargo
,CUH,Urumqi Airlines
,DOD,USAF Air Mobility Operations Control Center
,DOI,U.S. Department of the Interior
,CNV,U.S. Navy Reserve Logistic Air Forces
,EXM,United Kingdom Civil Aviation Authority
,GIH,Union des Transports Africains de Guinee
,GKA,US Army Parachute Team
,GWY,USA3000 Airlines
B7,UIA,UNI Air
,UAB,United Arabian Airlines
UA,UAL,United Airlines
,UAC,United Air Charters
,UCS,United Carriers Systems
,UEA,United Eagle Airlines
,UFS,United Feeder Service
,CFU,United Kingdom Civil Aviation Authority
,KRF,United Kingdom Royal VIP Flights
,KRH,United Kingdom Royal VIP Flight
,SDS,United Kingdom Civil Aviation Authority
,TQF,United Kingdom Royal VIP Flights
,CGX,United States Coast Guard Auxiliary
,AGR,United States Department Of Agriculture
,UAD,University Air Squadron
,UAJ,University Air Squadron
,UAA,University Air Squadron
,UAS,University Air Squadron
,HBU,Universal Avia
,HLE,UK HEMS
U7,JUS,USA Jet Airlines
,LEA,Unijet
,MSH,US Marshals Service
,NDU,University of North Dakota
,RAU,Uganda Royal Airways
,SAU,United Aviation Services
U6,SVR,Ural Airlines
,TRB,Ukraine Transavia
,UAF,United Arab Emirates Air Force
,UAI,Union Africaine des Transports
,UCC,Uganda Air Cargo
,UCH,US Airports Air Charter
,UCO,Ucoaviacion
,UES,Ues-Avia Aircompany
UR,UGD,Uganda Airlines
,UGC,Urgemer Canarias
,UHL,Ukrainian Helicopters
,UHS,Ulyanovsk Higher Civil Aviation School
,UJR,Universal Jet Rental de Mexico
,UJT,Universal Jet Aviation
,UKI,UK International Airlines
,UKL,Ukraine Air Alliance
UF,UKM,UM Airlines
,UKN,Ukraine Air Enterprise
,UKP,National Police Air Service
6Z,UKS,Ukrainian Cargo Airways
,ULT,Ultrair
,ULH,Ultimate HELI
,ULR,Ultimate Air
OL,ULS,Ultra Air
,UNC,Uni-Fly
,UNF,Union Flights
,UNJ,Universal Jet
,UNS,Unsped Paket Servisi
,UNU,Unifly Servizi Aerei
,UPL,Ukrainian Pilot School
5X,UPS,United Parcel Service
,URV,Uraiavia
BS,UBG,US-Bangla Airlines
,USF,USAfrica Airways
UH,USH,US Helicopter
,USJ,US Jet
,USX,US Express
UT,UTA,UTair Aviation
,UTR,Utair South Africa
,UTS,Ukrainian State Air Traffic Service Enterprise
,UTU,Urartu-Air
,UVA,Universal Airways
,UVG,Universal Airlines
,UVM,Uvavemex
,AIO,United States Air Force
,UVN,United Aviation
HY,UZB,Uzbekistan Airways
PS,AUI,Ukraine International Airlines
,WEC,Universal Airlines
,QID,USAF 100th Air Refueling Wing
,UIT,University of Tromsø School of Aviation
,UNO,United Nations
JW,VNL,Vanilla Air
VU,VAG,Vietravel Airlines
,VAR,Veca Airlines
,VVV,Valair Aviação Lda
,VIL,V I Airlink
,VBA,V Bird Airlines Netherlands
,WIW,V-avia Airline
,VBD,V-Berd-Avia
,VAC,Vacationair
,RDW,Valair AG (Helicoptere)
,VLA,Valan International Cargo Charter
,VLN,Valan Limited
,EHR,Valfell-Verkflug
VF,VLU,Valuair
J7,VJA,ValuJet Airlines
,VAA,Van Air Europe
,VGC,Vanguardia en Aviación en Colima
,VGD,Vanguard Airlines
,VRH,Varesh Airlines
0V,VFC,Vietnam Air Services Company (VASCO)
,WGA,Vega Air Company
,WEL,"Veles, Ukrainian Aviation Company"
,VTX,Verataxis
,BTP,Veritair
VC,VAL,Voyageur Airways
,GRV,Vernicos Aviation
VN,HVN,Vietnam Airlines
,TMB,Volato
,KWA,Vozdushnaya Academy
NN,MOV,VIM Airlines
,MVY,VIM-Aviaservice
,ENV,Victoria Aviation
,VCT,Viscount Air Service
,SSI,Vision Airlines
,FXF,VIP Air Charter
,PAV,VIP Avia
,PRX,VIP Avia
,VAT,Visionair
,VCA,VICA - Viacao Charter Aéreos
,VCM,Volare Air Charter Company
Y4,VOI,Volaris
VI,VDA,Volga-Dnepr Airlines
,VEA,Vega Airlines
,VEC,Venescar Internacional
,VEE,Victor Echo
,VEI,Virgin Express Ireland
VJ,VJC,Vietjet Air
V4,VES,Vieques Air Link
TV,VEX,Virgin Express
,VFT,VZ Flights
VK,VGN,Virgin Nigeria Airways
,VGV,Vologda State Air Enterprise
,VHA,VH-Air Industrie
,VHM,VHM Schul-und-Charterflug
,VIB,Vibroair Flugservice
,VIC,VIP Servicios Aéreos Ejecutivos
,VIE,VIP Empresarial
,VIF,VIF Luftahrt
,VIG,Vega Aviation
,VIH,Vichi
,VIK,Viking Airlines
,VIN,Vinair Aeroserviços
VS,VIR,Virgin Atlantic
,VJM,Viajes Ejecutivos Mexicanos
,VJT,Vistajet
ZG,VVM,Viva Macau
VE,VLE,C.A.I. Second
VY,VLG,Vueling Airlines
XF,VLK,Vladivostok Air
LC,VLO,Varig Logística
,VLT,Vertical-T Air Company
,VMA,Vero Monmouth Airlines
,VNK,Vipport Joint Stock Company
VM,VOA,Viaggio Air
,VOG,Voyager Airlines
VP,VQI,Villa Air
,VPB,Veteran Air
,VPV,VIP-Avia
,VRA,Vertair
,VRL,Voar Lda
RG,VRN,Varig
VH,VVC,Viva Air Colombia
,VSB,Vickers Limited
,VSN,Vision Airways Corporation
,VSO,Voronezh Aircraft Manufacturing Society
VP,VSP,VASP
,VSS,Virgin Islands Seaplane Shuttle
,VTC,Vuelos Especializados Tollocan
,VTH,Vuelos Corporativos de Tehuacan
V7,VOE,Volotea
,VTK,Vostok Airlines
,VTL,Victor Tagle Larrain
,VTV,Vointeh
,VUR,VIP Ecuador
,VUS,Vuela Bus
,VZL,Vzlyet
VG,VLM,VLM Airlines
,WCY,Viking Express
,WEV,Victoria International Airways
G6,WLG,Air Volga
UK,VTI,Vistara
WD,WDL,WDL Aviation
,WRR,WRA Inc
,XWS,WSI Corporation
,CGG,Walmart Aviation
,GOT,WaltAir
,WPT,Wapiti Aviation
,WAV,Warbelow's Air Ventures
,ATX,Warwickshire Aerocentre Ltd.
WT,WSG,Wasaya Airways
,WTC,Weasua Air Transport Company
WH,WEB,WebJet Linhas Aéreas
,TDB,Welch Aviation
2W,WLC,Welcome Air
,BLW,Wermlandsflyg AB
,WCB,West Africa Airlines
,WTF,West African Air Transport
WZ,WSF,West African Airlines
,WAC,West African Cargo Airlines
PN,CHB,West Air (China)
,WLX,West Air Luxembourg
T2,SWN,West Atlantic Sweden
YH,WCW,West Caribbean Airways
,WCR,West Caribbean Costa Rica
8O,YWZ,West Coast Air
,WCG,West Coast Airlines
,WCA,West Coast Airways
,TEE,West Freugh DTEO
,WEW,West Wind Aviation
WS,WJA,WestJet
,WAA,Westair Aviation
,WSC,Westair Cargo Airlines
,PCM,Westair Industries
,BLK,Westcoast Energy
,WST,Western Air
,NPC,Western Air Couriers
,WAE,Western Air Express
WA,WAL,Western Airlines
,WTV,Western Aviators
,WGN,Western Global Airlines
W7,KMR,Western Pacific Airlines
,WPA,Western Pacific Airservice
,WSL,Westflight Aviation
,WSA,Westgates Airlines
,WHE,Westland Helicopters
,WTP,Westpoint Air
CN,WWD,Westward Airways
,WHT,White
,WEA,White Eagle Aviation
,WRA,White River Air Services
,WWL,Whyalla Airlines
WF,WIF,Widerøe
,WIG,Wiggins Airways
,WHS,Wiking Helikopter Service
,WFO,Wilbur's Flight Operations
,WGP,Williams Grand Prix Engineering
,WDA,Wimbi Dira Airways
,WNA,Winair
IV,JET,Wind Jet
,WSI,Wind Spirit Air
7W,QGA,Windrose Air
,WIA,Windward Islands Airways International
